1.000000000000000000e+00,4.000000000000000000e+01,4.937718762718762378e+01,4.925193325193325222e+01,3.591676841676842002e+01
2.000000000000000000e+00,8.000000000000000000e+01,4.956578144078144277e+01,4.914295889295889452e+01,3.593340455840456116e+01
3.000000000000000000e+00,1.200000000000000000e+02,4.970522995522995302e+01,4.915181115181115246e+01,3.601800976800976883e+01
4.000000000000000000e+00,1.600000000000000000e+02,4.969195156695156612e+01,4.914570614570614282e+01,3.602223239723240056e+01
5.000000000000000000e+00,2.000000000000000000e+02,4.977197802197802190e+01,4.915415140415140627e+01,3.606369556369556051e+01
6.000000000000000000e+00,2.400000000000000000e+02,4.973616198616198858e+01,4.915410052910053196e+01,3.600707163207162864e+01
7.000000000000000000e+00,2.800000000000000000e+02,4.977162189662189462e+01,4.917867317867317922e+01,3.598743386243386055e+01
8.000000000000000000e+00,3.200000000000000000e+02,4.975630850630850688e+01,4.921021571021571361e+01,3.600188237688237791e+01
9.000000000000000000e+00,3.600000000000000000e+02,4.972217134717134712e+01,4.919312169312169658e+01,3.601948514448514516e+01
1.000000000000000000e+01,4.000000000000000000e+02,4.976048026048025719e+01,4.918538868538868769e+01,3.603678266178265943e+01
1.100000000000000000e+01,4.400000000000000000e+02,4.977116402116401872e+01,4.919943019943019635e+01,3.605387667887667646e+01
1.200000000000000000e+01,4.800000000000000000e+02,4.975498575498575349e+01,4.915669515669515732e+01,3.608155270655270641e+01
1.300000000000000000e+01,5.200000000000000000e+02,4.984462759462759607e+01,4.915674603174603163e+01,3.610668498168497820e+01
1.400000000000000000e+01,5.600000000000000000e+02,4.983674196174196425e+01,4.916325803825803575e+01,3.607137769637769509e+01
1.500000000000000000e+01,6.000000000000000000e+02,4.983770858770859036e+01,4.919943019943019635e+01,3.611289173789173645e+01
1.600000000000000000e+01,6.400000000000000000e+02,4.978627391127390922e+01,4.920380545380545101e+01,3.607142857142856940e+01
1.700000000000000000e+01,6.800000000000000000e+02,4.978937728937729190e+01,4.918538868538868769e+01,3.609696784696784988e+01
1.800000000000000000e+01,7.200000000000000000e+02,4.979029304029304370e+01,4.921194546194546149e+01,3.605046805046804792e+01
1.900000000000000000e+01,7.600000000000000000e+02,4.974643874643874852e+01,4.924542124542124810e+01,3.600396825396825307e+01
2.000000000000000000e+01,8.000000000000000000e+02,4.973356735856735611e+01,4.925015262515262293e+01,3.600412087912087600e+01
2.100000000000000000e+01,8.400000000000000000e+02,4.972695360195360337e+01,4.921352258852258643e+01,3.599587912087912400e+01
2.200000000000000000e+01,8.800000000000000000e+02,4.976348188848189125e+01,4.918213268213268208e+01,3.599562474562474534e+01
2.300000000000000000e+01,9.200000000000000000e+02,4.974526862026861806e+01,4.920965608465608199e+01,3.595522995522995302e+01
2.400000000000000000e+01,9.600000000000000000e+02,4.979207366707366589e+01,4.922781847781848086e+01,3.592933455433455237e+01
2.500000000000000000e+01,1.000000000000000000e+03,4.984447496947496603e+01,4.922654660154660178e+01,3.597659747659747609e+01
2.600000000000000000e+01,1.040000000000000000e+03,4.981166056166055967e+01,4.923728123728123762e+01,3.595212657712657744e+01
2.700000000000000000e+01,1.080000000000000000e+03,4.981669719169719457e+01,4.924109686609686776e+01,3.595940170940171043e+01
2.800000000000000000e+01,1.120000000000000000e+03,4.981471306471306804e+01,4.924196174196174525e+01,3.595721408221407955e+01
2.900000000000000000e+01,1.160000000000000000e+03,4.981776556776556930e+01,4.924425111925111764e+01,3.596352258852258643e+01
3.000000000000000000e+01,1.200000000000000000e+03,4.981623931623931867e+01,4.922970085470085166e+01,3.597517297517297408e+01
3.100000000000000000e+01,1.240000000000000000e+03,4.981486568986569097e+01,4.922761497761497651e+01,3.595329670329670080e+01
3.200000000000000000e+01,1.280000000000000000e+03,4.982295482295482003e+01,4.923570411070411268e+01,3.596138583638583697e+01
3.300000000000000000e+01,1.320000000000000000e+03,4.981003256003256041e+01,4.924654049654049714e+01,3.596530321530321572e+01
3.400000000000000000e+01,1.360000000000000000e+03,4.980438542938542668e+01,4.923946886446886140e+01,3.595528083028082733e+01
3.500000000000000000e+01,1.400000000000000000e+03,4.980993080993081179e+01,4.924501424501424651e+01,3.596082621082621245e+01
3.600000000000000000e+01,1.440000000000000000e+03,4.981069393569393355e+01,4.924577737077736828e+01,3.596158933658933421e+01
3.700000000000000000e+01,1.480000000000000000e+03,4.975671550671550847e+01,4.921133496133496266e+01,3.594968457468457501e+01
3.800000000000000000e+01,1.520000000000000000e+03,4.973550061050060833e+01,4.920436507936508264e+01,3.592623117623117679e+01
