ROI_ID 5
ROI_TYPE MeanCircRoi(center=(91, 91), radius=5, delta_ig=0)
ROI_DESCRIPTION N/A
DATE 2019-11-05
TIME 14:27:24
CAP_FILE testfiles/color_test.mp4
CAP_TITLE testfiles/color_test.mp4
CAP_FPS 15.0

pos_frames,pos_msec,blue_avg,green_avg,red_avg
HEADER_END
683.0,45533.333333333336,244.0,0.0,233.0
684.0,45600.0,244.0,0.0,233.0
685.0,45666.666666666664,244.0,0.0,233.0
686.0,45733.333333333336,244.0,0.0,233.0
687.0,45800.0,244.0,0.0,233.0
688.0,45866.666666666664,244.0,0.0,233.0
689.0,45933.333333333336,244.0,0.0,233.0
690.0,46000.0,244.0,0.0,233.0
691.0,46066.666666666664,244.0,0.0,233.0
692.0,46133.333333333336,244.0,0.0,233.0
693.0,46200.0,244.0,0.0,233.0
694.0,46266.666666666664,244.0,0.0,233.0
695.0,46333.333333333336,244.0,0.0,233.0
696.0,46400.0,244.0,0.0,233.0
697.0,46466.666666666664,244.0,0.0,233.0
698.0,46533.333333333336,244.0,0.0,233.0
699.0,46600.0,244.0,0.0,233.0
700.0,46666.666666666664,244.0,0.0,233.0
701.0,46733.333333333336,244.0,0.0,233.0
702.0,46800.0,244.0,0.0,233.0
703.0,46866.666666666664,244.0,0.0,233.0
