3.000000000000000000e+00,2.000000000000000000e+02,1.083986710963455113e+00,0.000000000000000000e+00,2.310710963455149454e+02
4.000000000000000000e+00,2.666666666666666856e+02,1.083986710963455113e+00,0.000000000000000000e+00,2.310710963455149454e+02
5.000000000000000000e+00,3.333333333333333144e+02,1.081196013289036584e+00,0.000000000000000000e+00,2.310683056478405319e+02
6.000000000000000000e+00,4.000000000000000000e+02,1.082923588039867102e+00,0.000000000000000000e+00,2.310138205980066459e+02
7.000000000000000000e+00,4.666666666666666856e+02,1.082923588039867102e+00,0.000000000000000000e+00,2.305960132890365344e+02
8.000000000000000000e+00,5.333333333333333712e+02,3.698338870431893688e-01,0.000000000000000000e+00,2.270074418604651214e+02
9.000000000000000000e+00,6.000000000000000000e+02,2.284385382059800629e-01,0.000000000000000000e+00,2.266500996677741000e+02
1.000000000000000000e+01,6.666666666666666288e+02,9.007308970099667800e-01,0.000000000000000000e+00,2.207331561461793967e+02
1.100000000000000000e+01,7.333333333333333712e+02,8.831893687707641494e-01,0.000000000000000000e+00,2.204613953488372147e+02
1.200000000000000000e+01,8.000000000000000000e+02,4.453156146179402253e-01,0.000000000000000000e+00,2.158231229235880448e+02
1.300000000000000000e+01,8.666666666666666288e+02,2.458471760797342059e-02,0.000000000000000000e+00,2.128924916943521453e+02
1.400000000000000000e+01,9.333333333333333712e+02,2.401328903654484925e-01,0.000000000000000000e+00,2.119679734219268994e+02
1.500000000000000000e+01,1.000000000000000000e+03,4.984717607973421782e-01,0.000000000000000000e+00,2.082540863787375542e+02
1.600000000000000000e+01,1.066666666666666742e+03,5.577408637873754182e-01,0.000000000000000000e+00,2.072478405315614509e+02
1.700000000000000000e+01,1.133333333333333258e+03,6.839867109634552023e-01,0.000000000000000000e+00,2.034818604651162843e+02
1.800000000000000000e+01,1.200000000000000000e+03,3.399335548172757737e-01,0.000000000000000000e+00,1.990680398671096327e+02
1.900000000000000000e+01,1.266666666666666742e+03,4.449169435215946655e-01,0.000000000000000000e+00,1.983553488372093057e+02
2.000000000000000000e+01,1.333333333333333258e+03,1.085448504983388629e+00,0.000000000000000000e+00,1.925929568106312217e+02
2.100000000000000000e+01,1.400000000000000000e+03,1.113355481727574814e+00,0.000000000000000000e+00,1.921669102990033196e+02
2.200000000000000000e+01,1.466666666666666742e+03,1.951627906976744153e+00,0.000000000000000000e+00,1.881803322259136166e+02
2.300000000000000000e+01,1.533333333333333258e+03,1.883056478405315648e+00,0.000000000000000000e+00,1.857083056478405183e+02
2.400000000000000000e+01,1.600000000000000000e+03,1.513355481727574725e+00,0.000000000000000000e+00,1.826062458471760692e+02
2.500000000000000000e+01,1.666666666666666742e+03,1.747242524916943429e+00,0.000000000000000000e+00,1.785165448504983488e+02
2.600000000000000000e+01,1.733333333333333258e+03,2.010099667774086551e+00,0.000000000000000000e+00,1.778316279069767347e+02
2.700000000000000000e+01,1.800000000000000000e+03,4.854485049833887067e-01,0.000000000000000000e+00,1.738352159468438458e+02
2.800000000000000000e+01,1.866666666666666742e+03,1.498205980066445120e+00,0.000000000000000000e+00,1.712803986710963500e+02
2.900000000000000000e+01,1.933333333333333258e+03,7.861794019933554534e-01,0.000000000000000000e+00,1.679837873754152895e+02
3.000000000000000000e+01,2.000000000000000000e+03,5.847176079734219822e-01,0.000000000000000000e+00,1.643715614617940162e+02
3.100000000000000000e+01,2.066666666666666515e+03,2.591893687707641281e+00,0.000000000000000000e+00,1.630256478405315477e+02
3.200000000000000000e+01,2.133333333333333485e+03,1.951495016611295652e+00,0.000000000000000000e+00,1.610269767441860438e+02
3.300000000000000000e+01,2.200000000000000000e+03,2.260465116279069875e+00,0.000000000000000000e+00,1.577731561461793888e+02
3.400000000000000000e+01,2.266666666666666515e+03,2.477740863787375236e+00,0.000000000000000000e+00,1.546482392026578054e+02
3.500000000000000000e+01,2.333333333333333485e+03,1.683720930232558199e+00,0.000000000000000000e+00,1.494377408637873828e+02
3.600000000000000000e+01,2.400000000000000000e+03,1.670963455149501620e+00,0.000000000000000000e+00,1.493572093023255718e+02
3.700000000000000000e+01,2.466666666666666515e+03,1.321993355481727583e+00,0.000000000000000000e+00,1.456547508305647796e+02
3.800000000000000000e+01,2.533333333333333485e+03,1.316411960132890302e+00,0.000000000000000000e+00,1.450706976744185965e+02
3.900000000000000000e+01,2.600000000000000000e+03,9.298338870431893666e-01,0.000000000000000000e+00,1.395089700996677777e+02
4.000000000000000000e+01,2.666666666666666515e+03,8.639202657807308894e-01,0.000000000000000000e+00,1.390208637873754185e+02
4.100000000000000000e+01,2.733333333333333485e+03,1.189368770764119621e+00,0.000000000000000000e+00,1.338402657807309026e+02
4.200000000000000000e+01,2.800000000000000000e+03,9.307641196013288765e-01,0.000000000000000000e+00,1.311064451827242578e+02
4.300000000000000000e+01,2.866666666666666515e+03,7.456478405315614122e-01,0.000000000000000000e+00,1.280239202657807311e+02
4.400000000000000000e+01,2.933333333333333485e+03,1.670033222591362110e+00,0.000000000000000000e+00,1.240604651162790759e+02
4.500000000000000000e+01,3.000000000000000000e+03,1.655149501661129507e+00,0.000000000000000000e+00,1.242578073089701007e+02
