ROI_ID 3
ROI_TYPE MeanCircRoi(center=(109, 108), radius=49, delta_ig=0)
ROI_DESCRIPTION N/A
DATE 2019-11-05
TIME 14:27:24
CAP_FILE testfiles/color_test.mp4
CAP_TITLE testfiles/color_test.mp4
CAP_FPS 15.0

pos_frames,pos_msec,blue_avg,green_avg,red_avg
HEADER_END
3.0,200.0,1.0839867109634551,0.0,231.07109634551495
4.0,266.6666666666667,1.0839867109634551,0.0,231.07109634551495
5.0,333.3333333333333,1.0811960132890366,0.0,231.06830564784053
6.0,400.0,1.082923588039867,0.0,231.01382059800665
7.0,466.6666666666667,1.082923588039867,0.0,230.59601328903653
8.0,533.3333333333334,0.36983388704318937,0.0,227.00744186046512
9.0,600.0,0.22843853820598006,0.0,226.6500996677741
10.0,666.6666666666666,0.9007308970099668,0.0,220.7331561461794
11.0,733.3333333333334,0.8831893687707641,0.0,220.46139534883721
12.0,800.0,0.4453156146179402,0.0,215.82312292358804
13.0,866.6666666666666,0.02458471760797342,0.0,212.89249169435215
14.0,933.3333333333334,0.2401328903654485,0.0,211.9679734219269
15.0,1000.0,0.4984717607973422,0.0,208.25408637873755
16.0,1066.6666666666667,0.5577408637873754,0.0,207.24784053156145
17.0,1133.3333333333333,0.6839867109634552,0.0,203.48186046511628
18.0,1200.0,0.3399335548172758,0.0,199.06803986710963
19.0,1266.6666666666667,0.44491694352159467,0.0,198.3553488372093
20.0,1333.3333333333333,1.0854485049833886,0.0,192.59295681063122
21.0,1400.0,1.1133554817275748,0.0,192.16691029900332
22.0,1466.6666666666667,1.9516279069767442,0.0,188.18033222591362
23.0,1533.3333333333333,1.8830564784053156,0.0,185.70830564784052
24.0,1600.0,1.5133554817275747,0.0,182.60624584717607
25.0,1666.6666666666667,1.7472425249169434,0.0,178.51654485049835
26.0,1733.3333333333333,2.0100996677740866,0.0,177.83162790697673
27.0,1800.0,0.4854485049833887,0.0,173.83521594684385
28.0,1866.6666666666667,1.4982059800664451,0.0,171.28039867109635
29.0,1933.3333333333333,0.7861794019933555,0.0,167.9837873754153
30.0,2000.0,0.584717607973422,0.0,164.37156146179402
31.0,2066.6666666666665,2.5918936877076413,0.0,163.02564784053155
32.0,2133.3333333333335,1.9514950166112957,0.0,161.02697674418604
33.0,2200.0,2.26046511627907,0.0,157.7731561461794
34.0,2266.6666666666665,2.4777408637873752,0.0,154.6482392026578
35.0,2333.3333333333335,1.6837209302325582,0.0,149.43774086378738
36.0,2400.0,1.6709634551495016,0.0,149.35720930232557
37.0,2466.6666666666665,1.3219933554817276,0.0,145.65475083056478
38.0,2533.3333333333335,1.3164119601328903,0.0,145.0706976744186
39.0,2600.0,0.9298338870431894,0.0,139.50897009966778
40.0,2666.6666666666665,0.8639202657807309,0.0,139.02086378737542
41.0,2733.3333333333335,1.1893687707641196,0.0,133.8402657807309
42.0,2800.0,0.9307641196013289,0.0,131.10644518272426
43.0,2866.6666666666665,0.7456478405315614,0.0,128.02392026578073
44.0,2933.3333333333335,1.670033222591362,0.0,124.06046511627908
45.0,3000.0,1.6551495016611295,0.0,124.2578073089701
46.0,3066.6666666666665,1.2037209302325582,0.0,118.77993355481728
47.0,3133.3333333333335,1.148704318936877,0.0,118.26803986710964
48.0,3200.0,2.746046511627907,0.0,114.48930232558139
49.0,3266.6666666666665,2.0417275747508308,0.0,112.14445182724252
50.0,3333.3333333333335,2.5593355481727573,0.0,107.16066445182724
51.0,3400.0,2.481594684385382,0.0,106.82950166112957
52.0,3466.6666666666665,1.3782059800664452,0.0,102.16996677740863
53.0,3533.3333333333335,2.3106976744186047,0.0,100.04478405315615
54.0,3600.0,1.4532890365448505,0.00026578073089701,96.5592026578073
55.0,3666.6666666666665,0.7214617940199336,0.00039867109634551497,92.51827242524917
56.0,3733.3333333333335,1.3133554817275748,0.000132890365448505,91.483853820598
57.0,3800.0,1.7941528239202658,0.0,88.15760797342193
58.0,3866.6666666666665,2.7922923588039867,0.000132890365448505,85.64810631229236
59.0,3933.3333333333335,2.5932225913621263,0.00053156146179402,82.66538205980066
60.0,4000.0,2.486112956810631,0.0009302325581395349,78.71282392026578
61.0,4066.6666666666665,2.340996677740864,0.00106312292358804,76.57568106312293
62.0,4133.333333333333,1.8220598006644517,0.0011960132890365448,73.66777408637874
63.0,4200.0,3.4419933554817277,0.0018604651162790699,71.47627906976744
64.0,4266.666666666667,2.4811960132890367,0.004119601328903655,68.84810631229236
65.0,4333.333333333333,2.5526910299003323,0.013953488372093023,68.00584717607974
66.0,4400.0,2.434817275747508,0.022724252491694352,62.7463122923588
67.0,4466.666666666667,2.9762126245847176,0.010764119601328904,61.5912292358804
68.0,4533.333333333333,2.30312292358804,0.007707641196013289,57.35574750830565
69.0,4600.0,2.8886378737541527,0.014883720930232559,53.59641196013289
70.0,4666.666666666667,2.868172757475083,0.013687707641196013,53.156013289036544
71.0,4733.333333333333,2.168372093023256,0.0293687707641196,47.18963455149502
72.0,4800.0,2.1477740863787376,0.03162790697674418,47.08478405315615
73.0,4866.666666666667,2.5703654485049836,0.051561461794019936,42.69953488372093
74.0,4933.333333333333,1.632159468438538,0.0823920265780731,39.28093023255814
75.0,5000.0,2.1906976744186046,0.18112956810631228,38.59109634551495
76.0,5066.666666666667,1.9689036544850498,1.001328903654485,33.42644518272425
77.0,5133.333333333333,1.758405315614618,0.5017940199335548,30.62737541528239
78.0,5200.0,2.564784053156146,2.0530232558139536,27.228305647840532
79.0,5266.666666666667,2.904717607973422,2.167308970099668,26.501661129568106
80.0,5333.333333333333,2.730764119601329,2.90843853820598,24.088504983388706
81.0,5400.0,3.4592691029900333,2.909235880398671,19.95388704318937
82.0,5466.666666666667,2.6245847176079735,2.9695681063122925,17.382857142857144
83.0,5533.333333333333,3.1961461794019934,4.338870431893688,14.079601328903655
84.0,5600.0,3.526777408637874,3.9966777408637872,11.594152823920266
85.0,5666.666666666667,3.5880398671096345,4.346843853820598,10.615415282392027
86.0,5733.333333333333,2.6427906976744184,5.011029900332226,5.384451827242525
87.0,5800.0,2.647707641196013,5.0093023255813955,5.385514950166113
88.0,5866.666666666667,2.647043189368771,5.0093023255813955,5.385514950166113
89.0,5933.333333333333,2.647574750830565,5.009169435215947,5.38578073089701
90.0,6000.0,2.6304318936877076,4.979401993355482,5.341395348837209
91.0,6066.666666666667,2.6346843853820596,4.979401993355482,5.341395348837209
92.0,6133.333333333333,2.6346843853820596,4.979401993355482,5.341395348837209
93.0,6200.0,2.6346843853820596,4.979401993355482,5.341395348837209
94.0,6266.666666666667,2.6346843853820596,4.979401993355482,5.340863787375415
95.0,6333.333333333333,2.6346843853820596,4.979401993355482,5.340863787375415
96.0,6400.0,2.6346843853820596,4.979401993355482,5.340863787375415
97.0,6466.666666666667,2.6346843853820596,4.979401993355482,5.340863787375415
98.0,6533.333333333333,2.6346843853820596,4.979401993355482,5.340863787375415
99.0,6600.0,2.6346843853820596,4.979401993355482,5.340863787375415
100.0,6666.666666666667,2.6346843853820596,4.979401993355482,5.340863787375415
101.0,6733.333333333333,2.6346843853820596,4.979401993355482,5.340863787375415
102.0,6800.0,2.6346843853820596,4.979401993355482,5.340863787375415
103.0,6866.666666666667,2.6346843853820596,4.979401993355482,5.340863787375415
104.0,6933.333333333333,2.6346843853820596,4.979401993355482,5.340863787375415
105.0,7000.0,2.6346843853820596,4.979401993355482,5.340863787375415
106.0,7066.666666666667,2.6346843853820596,4.979401993355482,5.340863787375415
107.0,7133.333333333333,2.6346843853820596,4.979401993355482,5.340863787375415
108.0,7200.0,2.6346843853820596,4.979401993355482,5.340863787375415
109.0,7266.666666666667,2.6346843853820596,4.979401993355482,5.340863787375415
110.0,7333.333333333333,2.6346843853820596,4.979401993355482,5.340863787375415
111.0,7400.0,2.6346843853820596,4.979401993355482,5.340863787375415
